Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_44_length_11691_cov_22.473625	10742	11515	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_4_length_204015_cov_49.777819	184314	185009	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_50_length_4727_cov_23.619130	2828	3700	-	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_60_length_1249_cov_24.524955	214	1026	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_6_length_184346_cov_41.279168	66283	66744	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_6_length_184346_cov_41.279168	66759	69044	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_6_length_184346_cov_41.279168	69321	70544	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_6_length_184346_cov_41.279168	70544	73708	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_7_length_180709_cov_36.923043	157524	160157	+	gyrA_D87Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_8_length_161209_cov_33.882706	4269	6632	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AC6408AA_AS	NA	SAL_AC6408AA_AS_NODE_8_length_161209_cov_33.882706	105302	106345	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_13_length_130754_cov_35.040084	111032	112831	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	98.17	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_13_length_130754_cov_35.040084	112821	114620	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	97.17	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_1_length_1195375_cov_36.815985	1089031	1090074	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_1_length_1195375_cov_36.815985	1188744	1191107	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	19362	20558	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	22594	23025	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	23097	23444	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	23461	23733	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	23772	24191	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	33078	33914	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	33911	34255	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_25_length_36554_cov_33.064156	34422	35210	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_2_length_500863_cov_47.699832	181764	182108	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	115	116	99.14	93.04	115	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_2_length_500863_cov_47.699832	345917	347971	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_2_length_500863_cov_47.699832	375569	376474	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_2_length_500863_cov_47.699832	465130	468756	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_2_length_500863_cov_47.699832	468840	469952	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.25	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_34_length_12439_cov_43.140919	2421	3632	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.50	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_34_length_12439_cov_43.140919	10236	11258	-	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_34_length_12439_cov_43.140919	11490	12263	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_39_length_4727_cov_35.631304	2828	3700	-	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_43_length_2749_cov_37.284134	448	861	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_49_length_1249_cov_24.716578	224	1036	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_4_length_245776_cov_43.208558	97235	99424	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.59	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_5_length_204015_cov_56.259549	184314	185009	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_8_length_184340_cov_44.460695	66283	66744	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_8_length_184340_cov_44.460695	66759	69044	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_8_length_184340_cov_44.460695	69321	70544	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_8_length_184340_cov_44.460695	70544	73708	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_AC6574AA_AS	NA	SAL_AC6574AA_AS_NODE_9_length_180709_cov_40.558428	157524	160157	+	gyrA_D87Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_10_length_184346_cov_47.632432	110639	113803	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_10_length_184346_cov_47.632432	113803	115026	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_10_length_184346_cov_47.632432	115303	117588	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_10_length_184346_cov_47.632432	117603	118064	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_22_length_90323_cov_39.190308	4269	6632	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_25_length_76183_cov_36.899009	15017	16060	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_37_length_44664_cov_24.416889	16193	17992	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	97.17	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_37_length_44664_cov_24.416889	17982	19781	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	98.17	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	18779	19975	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	22011	22442	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	22514	22861	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	22878	23150	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	23189	23608	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	32495	33331	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	33328	33672	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_39_length_35972_cov_23.721244	33839	34627	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_42_length_26317_cov_39.521840	20553	23186	-	gyrA_D87Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_4_length_218705_cov_52.436352	102583	102927	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	115	116	99.14	93.04	115	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_51_length_12437_cov_28.654102	175	948	+	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_51_length_12437_cov_28.654102	1180	2202	+	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_51_length_12437_cov_28.654102	8806	10017	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.50	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_57_length_4727_cov_25.567391	1028	1900	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_5_length_204017_cov_58.858934	19008	19703	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_60_length_4428_cov_28.208324	96	566	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_021529707.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_66_length_1249_cov_29.414439	214	1026	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_6_length_195919_cov_42.410716	47378	49567	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.59	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_9_length_186137_cov_47.612709	61259	63313	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_9_length_186137_cov_47.612709	90911	91816	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_9_length_186137_cov_47.612709	180572	184198	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AC6580AA_AS	NA	SAL_AC6580AA_AS_NODE_9_length_186137_cov_47.612709	184282	185394	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.25	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AC6581AA_AS	NA	SAL_AC6581AA_AS_NODE_12_length_168495_cov_36.538564	161797	164160	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AC6581AA_AS	NA	SAL_AC6581AA_AS_NODE_1_length_462800_cov_40.971965	47458	48570	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_AC6581AA_AS	NA	SAL_AC6581AA_AS_NODE_1_length_462800_cov_40.971965	48654	52280	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AC6581AA_AS	NA	SAL_AC6581AA_AS_NODE_1_length_462800_cov_40.971965	140854	141756	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
