Uberstrain	Name	"Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)"	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	SISTR1 Serovar	SISTR1 Serogroup	SISTR1 H1	SISTR1 H2	SeqSero2 Serovar	SeqSero2 Serogroup	SeqSero2 H1	SeqSero2 H2	ST	eBG	Serotype (Predicted)	Lineage	Subspecies	aroC	dnaN	hemD	hisD	purE	sucA	thrA	cgST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_FA5010AA	CFSAN035118	"SRR8305996;PACBIO_SMRT;Single;;SRX5120498;;;SRA,SRR3394935;ILLUMINA;Paired;300;SRX1708118;262438800;150;SRA"	SAL_FA5010AA	Human	Human	"Homo sapiens; stool"	2010				South America	Chile	Arica and Parinacota Region	Provincia de Arica	Arica				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800221	SRS1399335	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1042	1042	1042	1042	766	766	87	87	12	12	12	12	2	2	Assembled	55	694979	4691806	"Salmonella enterica;100.0%"	29	851	3.41	SAL_KA9439AA_AS
SAL_FA5012AA	CFSAN035116	"SRR3394933;ILLUMINA;Paired;300;SRX1708115;232547400;150;SRA"	SAL_FA5012AA	Wild Animal	Avian	"Larus dominicanus; feces"	2008				South America	Chile	Biobio Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800219	SRS1399330	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1040	1040	1037	1037	1037	87	87	87	12	12	12	12	2	2	Assembled	49	410725	4654163	"Salmonella enterica;100.0%"	31	994	3.41	SAL_KA9437AA_AS
SAL_FA5013AA	CFSAN035115	"SRR3394932;ILLUMINA;Paired;300;SRX1708114;183954804;149;SRA"	SAL_FA5013AA	Wild Animal	Avian	"Larus dominicanus; feces"	2008				South America	Chile	Biobio Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800218	SRS1399331	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1039	1039	1037	1037	1037	87	87	87	12	12	12	12	2	2	Assembled	39	450827	4653070	"Salmonella enterica;100.0%"	32	1354	3.41	SAL_KA9436AA_AS
SAL_FA5014AA	CFSAN035114	"SRR3394931;ILLUMINA;Paired;300;SRX1708113;405224274;149;SRA"	SAL_FA5014AA	Wild Animal	Avian	"Larus dominicanus; feces"	2008				South America	Chile	Biobio Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800217	SRS1399332	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1038	1038	1037	1037	1037	87	87	87	12	12	12	12	2	2	Assembled	87	479192	4654225	"Salmonella enterica;100.0%"	25	454	3.41	SAL_KA9435AA_AS
SAL_FA5015AA	CFSAN035113	"SRR3392831;ILLUMINA;Paired;300;SRX1708107;411318970;149;SRA"	SAL_FA5015AA	Wild Animal	Avian	"Larus dominicanus; feces"	2008				South America	Chile	Biobio Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800216	SRS1399324	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1037	1037	1037	1037	1037	87	87	87	12	12	12	12	2	2	Assembled	88	477337	4655065	"Salmonella enterica;100.0%"	27	482	3.41	SAL_KA9434AA_AS
SAL_FA5016AA	CFSAN035112	"SRR3392830;ILLUMINA;Paired;300;SRX1708106;254206516;149;SRA"	SAL_FA5016AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800215	SRS1399325	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1036	1036	1033	780	761	760	87	87	12	12	12	12	2	2	Assembled	54	479485	4647097	"Salmonella enterica;100.0%"	27	1316	3.41	SAL_KA9433AA_AS
SAL_FA5017AA	CFSAN035111	"SRR3392829;ILLUMINA;Paired;300;SRX1708105;236270194;149;SRA"	SAL_FA5017AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800214	SRS1399326	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1035	1035	1033	780	761	760	87	87	12	12	12	12	2	2	Assembled	49	421820	4758694	"Salmonella enterica;94.59%"	39	1981	3.41	SAL_KA9432AA_AS
SAL_FA5018AA	CFSAN035110	"SRR3392828;ILLUMINA;Paired;300;SRX1708104;350164602;149;SRA"	SAL_FA5018AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800213	SRS1399327	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1035	1035	1033	780	761	760	87	87	12	12	12	12	2	2	Assembled	73	375722	4759743	"Salmonella enterica;97.14%"	37	1495	3.41	SAL_KA9431AA_AS
SAL_FA5019AA	CFSAN035109	"SRR3392826;ILLUMINA;Paired;300;SRX1708103;186210962;149;SRA"	SAL_FA5019AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800212	SRS1399321	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1034	1034	1033	780	761	760	87	87	12	12	12	12	2	2	Assembled	39	421623	4757051	"Salmonella enterica;96.97%"	35	2849	3.41	SAL_KA9430AA_AS
SAL_FA5020AA	CFSAN035108	"SRR3392825;ILLUMINA;Paired;300;SRX1708101;478502772;149;SRA"	SAL_FA5020AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800211	SRS1399322	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1033	1033	1033	780	761	760	87	87	12	12	12	12	2	2	Assembled	101	490184	4710466	"Salmonella enterica;96.77%"	33	659	3.41	SAL_KA9429AA_AS
SAL_FA5021AA	CFSAN035107	"SRR3392824;ILLUMINA;Paired;300;SRX1708100;357624436;149;SRA"	SAL_FA5021AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2009				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800210	SRS1399320	16-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	1032	1032	1032	1032	766	766	87	87	12	12	12	12	2	2	Assembled	75	418894	4707281	"Salmonella enterica;100.0%"	29	971	3.41	SAL_KA9428AA_AS
SAL_FA5328AA	CFSAN035149	"SRR3394980;ILLUMINA;Paired;300;SRX1709371;264810548;149;SRA"	SAL_FA5328AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2012				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800252	SRS1399468	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	780	780	780	780	761	760	87	87	12	12	12	12	2	2	Assembled	56	375791	4699032	"Salmonella enterica;100.0%"	36	1652	3.41	SAL_KA9484AA_AS
SAL_FA5329AA	CFSAN035148	"SRR3394967;ILLUMINA;Paired;300;SRX1709358;286120500;150;SRA"	SAL_FA5329AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2012				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800251	SRS1399439	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	780	780	780	780	761	760	87	87	12	12	12	12	2	2	Assembled	61	458280	4649447	"Salmonella enterica;100.0%"	26	1151	3.41	SAL_KA9483AA_AS
SAL_FA5330AA	CFSAN035147	"SRR3394966;ILLUMINA;Paired;300;SRX1709357;289251300;150;SRA"	SAL_FA5330AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2012				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800250	SRS1399435	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	780	780	780	780	761	760	87	87	12	12	12	12	2	2	Assembled	62	429045	4658110	"Salmonella enterica;100.0%"	31	1208	3.41	SAL_KA9482AA_AS
SAL_FA5333AA	CFSAN035143	"SRR3394963;ILLUMINA;Paired;300;SRX1709354;162009600;150;SRA"	SAL_FA5333AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2014				South America	Chile	Valparaiso Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800246	SRS1399433	17-04-2016	01-01-2015	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	776	776	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	35	184346	4608726	"Salmonella enterica;100.0%"	66	3500	3.41	SAL_KA9479AA_AS
SAL_FA5334AA	CFSAN035141	"SRR3394962;ILLUMINA;Paired;300;SRX1709353;148295100;150;SRA"	SAL_FA5334AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800244	SRS1399434	17-04-2016	01-01-2015	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	19	1	Typhimurium			10	7	12	9	5	9	2	777	777	777	777	777	777	158	158	2	2	2	2	2	2	Assembled	30	273678	4841284	"Salmonella enterica;100.0%"	65	5028	3.41	SAL_KA9478AA_AS
SAL_FA5336AA	CFSAN035138	"SRR3394960;ILLUMINA;Paired;300;SRX1709351;148440356;149;SRA"	SAL_FA5336AA	Wild Animal	Avian	"Anas platyrhynchos domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800241	SRS1399431	17-04-2016	01-01-2015	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	34	1	Typhimurium			10	19	12	9	5	9	2	774	774	764	764	2	2	2	2	2	2	2	2	2	2	Assembled	30	256722	4927003	"Salmonella enterica;92.72%"	58	4351	3.41	SAL_KA9476AA_AS
SAL_FA5337AA	CFSAN035137	"SRR3394959;ILLUMINA;Paired;300;SRX1709350;194754026;149;SRA"	SAL_FA5337AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800240	SRS1399423	17-04-2016	01-01-2015	Typhimurium	B	i	1,2	Typhimurium	4	i	1,2	34	1	Typhimurium			10	19	12	9	5	9	2	773	765	764	764	2	2	2	2	2	2	2	2	2	2	Assembled	39	282655	4937871	"Salmonella enterica;94.2%"	73	3512	3.41	SAL_KA9475AA_AS
SAL_FA5338AA	CFSAN035157	"SRR3394958;ILLUMINA;Paired;300;SRX1709338;257528700;150;SRA"	SAL_FA5338AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800260	SRS1399422	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	772	772	772	761	761	760	87	87	12	12	12	12	2	2	Assembled	54	694547	4747669	"Salmonella enterica;100.0%"	32	1192	3.41	SAL_KA9474AA_AS
SAL_FA5339AA	CFSAN035156	"SRR3394957;ILLUMINA;Paired;300;SRX1709337;198366000;150;SRA"	SAL_FA5339AA	Wild Animal	ND/Others	"Sus scrofa domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800259	SRS1399416	17-04-2016	01-01-2015	Tennessee	C1	z29	-	Tennessee	7	z29	-	319	238	Tennessee			118	107	8	51	2	117	16	152914	152914	771	771	771	771	771	139	139	139	139	139	15	2	Assembled	40	459661	4825557	"Salmonella enterica;100.0%"	50	10592	4	SAL_FB8389AA_AS
SAL_FA5340AA	CFSAN035155	"SRR3394956;ILLUMINA;Paired;300;SRX1709336;148783056;149;SRA"	SAL_FA5340AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Hadar (Predicted)	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800258	SRS1399417	17-04-2016	01-01-2015	Hadar	C2-C3	z10	e,n,x	Hadar	8	z10	e,n,x	33	22	Hadar			2	5	6	7	5	7	12	770	770	769	769	769	769	159	159	159	159	159	17	2	2	Assembled	31	434028	4693067	"Salmonella enterica;86.05%"	49	3243	3.41	SAL_KA9472AA_AS
SAL_FA5341AA	CFSAN035154	"SRR3394955;ILLUMINA;Paired;300;SRX1709335;205965900;150;SRA"	SAL_FA5341AA	Wild Animal	ND/Others	feces	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Hadar (Predicted)	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800257	SRS1399418	17-04-2016	01-01-2015	Hadar	C2-C3	z10	e,n,x	Hadar	8	z10	e,n,x	33	22	Hadar			2	5	6	7	5	7	12	769	769	769	769	769	769	159	159	159	159	159	17	2	2	Assembled	43	398721	4690736	"Salmonella enterica;89.36%"	57	2177	3.41	SAL_KA9471AA_AS
SAL_FA5342AA	CFSAN035153	"SRR3394954;ILLUMINA;Paired;300;SRX1709334;336782400;150;SRA"	SAL_FA5342AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800256	SRS1399414	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	768	768	761	761	761	760	87	87	12	12	12	12	2	2	Assembled	72	421729	4650862	"Salmonella enterica;100.0%"	26	790	3.41	SAL_KA9470AA_AS
SAL_FA5343AA	CFSAN035152	"SRR3394953;ILLUMINA;Paired;300;SRX1709333;176427300;150;SRA"	SAL_FA5343AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800255	SRS1399413	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	768	768	761	761	761	760	87	87	12	12	12	12	2	2	Assembled	37	375691	4653214	"Salmonella enterica;100.0%"	29	2562	3.41	SAL_KA9469AA_AS
SAL_FA5344AA	CFSAN035151	"SRR3394952;ILLUMINA;Paired;300;SRX1709332;339637752;149;SRA"	SAL_FA5344AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2013				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800254	SRS1399415	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	767	767	766	766	766	766	87	87	12	12	12	12	2	2	Assembled	72	411129	4709705	"Salmonella enterica;100.0%"	34	938	3.41	SAL_KA9468AA_AS
SAL_FA5345AA	CFSAN035150	"SRR3394951;ILLUMINA;Paired;300;SRX1709331;274679700;150;SRA"	SAL_FA5345AA	Poultry	Avian	"Gallus gallus domesticus; feces"	2012				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rancagua				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800253	SRS1399409	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	766	766	766	766	766	766	87	87	12	12	12	12	2	2	Assembled	58	463668	4707789	"Salmonella enterica;100.0%"	33	857	3.41	SAL_KA9467AA_AS
SAL_FA5351AA	CFSAN035128	"SRR3394945;ILLUMINA;Paired;300;SRX1708144;247935300;150;SRA"	SAL_FA5351AA	Human	Human	"Homo sapiens; stool"	2012				South America	Chile	Coquimbo Region						Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800231	SRS1399355	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	760	760	760	760	760	760	87	87	12	12	12	12	2	2	Assembled	52	350304	4766956	"Salmonella enterica;97.36%"	40	2539	3.41	SAL_KA9461AA_AS
SAL_FA5352AA	CFSAN035127	"SRR3394944;ILLUMINA;Paired;300;SRX1708142;197206566;149;SRA"	SAL_FA5352AA	Human	Human	"Homo sapiens; stool"	2012				South America	Chile	O'Higgins Region	Provincia de Cachapoal	Rengo		-34.4154599	-70.8599175	Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800230	SRS1399351	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	759	759	757	757	757	757	87	87	12	12	12	12	2	2	Assembled	41	405891	4705813	"Salmonella enterica;100.0%"	36	3223	3.41	SAL_KA9460AA_AS
SAL_FA5353AA	CFSAN035126	"SRR3394943;ILLUMINA;Paired;300;SRX1708140;155317004;149;SRA"	SAL_FA5353AA	Human	Human	"Homo sapiens; stool"	2011				South America	Chile	Santiago Metropolitan Region	Provincia de Santiago	Santiago				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800229	SRS1399352	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	758	758	758	758	758	758	87	87	12	12	12	12	2	2	Assembled	33	337970	4652919	"Salmonella enterica;96.67%"	30	4238	3.41	SAL_KA9459AA_AS
SAL_FA5354AA	CFSAN035125	"SRR3394942;ILLUMINA;Paired;300;SRX1708138;231025394;149;SRA"	SAL_FA5354AA	Human	Human	"Homo sapiens; stool"	2011				South America	Chile	Santiago Metropolitan Region	Provincia de Santiago	Santiago				Enteritidis	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03800228	SRS1399341	17-04-2016	01-01-2015	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	757	757	757	757	757	757	87	87	12	12	12	12	2	2	Assembled	49	451436	4649181	"Salmonella enterica;100.0%"	30	1444	3.41	SAL_KA9458AA_AS
SAL_GA3077AA	STH2370	"SRR1144229;ILLUMINA;Paired;500;SRX449590;3156616400;212;SRA"	SAL_GA3077AA				1991				South America	Chile	Santiago Metropolitan Region	Provincia de Santiago	Santiago				Typhi	I				Universidad de Chile		PRJNA233520	SRP035669	SAMN02569978	SRS543292	01-07-2016	26-01-2014	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	42944	42944	42944	42944	42944	42944	37917	33091	202	202	202	202	2	2	Assembled	662	179919	4765351	"Salmonella enterica;94.37%"	70	1727	3.41	SAL_LA6393AA_AS
SAL_HA7932AA	CT18	"ERR1764768;ILLUMINA;Paired;450;ERX1830337;315252250;125;SRA"	SAL_HA7932AA				1987				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425991	ERS1337440	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57856	57856	57856	57856	41823	38470	37917	33091	202	202	202	202	2	2	Assembled	66	179719	4714698	"Salmonella enterica;100.0%"	55	834	3.51	SAL_PA7062AA_AS
SAL_HA7942AA	CT18	"ERR1764758;ILLUMINA;Paired;450;ERX1830327;377004500;125;SRA"	SAL_HA7942AA				1986				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425981	ERS1337430	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57800	57800	57800	57800	57800	38470	37917	33091	202	202	202	202	2	2	Assembled	79	179793	4724855	"Salmonella enterica;100.0%"	58	769	3.51	SAL_PA7052AA_AS
SAL_HA7943AA	CT18	"ERR1764757;ILLUMINA;Paired;450;ERX1830326;370251500;125;SRA"	SAL_HA7943AA				1986				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425980	ERS1337429	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57809	57809	57809	57809	57809	57809	57765	12568	202	202	202	202	2	2	Assembled	75	204393	4883673	"Salmonella enterica;100.0%"	53	617	3.51	SAL_PA7051AA_AS
SAL_HA7968AA	CT18	"ERR1764732;ILLUMINA;Paired;450;ERX1830301;315710250;125;SRA"	SAL_HA7968AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425954	ERS1337403	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57788	57788	57788	57788	57788	57704	37114	37114	202	202	202	202	2	2	Assembled	66	172181	4775838	"Salmonella enterica;96.67%"	60	1228	3.51	SAL_PA7026AA_AS
SAL_HA7969AA	CT18	"ERR1764731;ILLUMINA;Paired;450;ERX1830300;366167500;125;SRA"	SAL_HA7969AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425953	ERS1337402	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57780	57780	57780	57780	57780	38470	37917	33091	202	202	202	202	2	2	Assembled	77	179793	4723366	"Salmonella enterica;100.0%"	61	817	3.51	SAL_PA7025AA_AS
SAL_HA7970AA	CT18	"ERR1764730;ILLUMINA;Paired;450;ERX1830299;332127250;125;SRA"	SAL_HA7970AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425952	ERS1337401	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57786	57786	57786	57786	57786	57786	57786	3260	202	202	202	202	2	2	Assembled	70	173508	4701899	"Salmonella enterica;100.0%"	54	819	3.51	SAL_PA7024AA_AS
SAL_HA7971AA	CT18	"ERR1764729;ILLUMINA;Paired;450;ERX1830298;300183750;125;SRA"	SAL_HA7971AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425951	ERS1337400	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57783	57783	57783	57783	57783	57709	37917	33091	202	202	202	202	2	2	Assembled	63	179719	4721628	"Salmonella enterica;100.0%"	57	978	3.51	SAL_PA7023AA_AS
SAL_HA7973AA	CT18	"ERR1764727;ILLUMINA;Paired;450;ERX1830296;273848000;125;SRA"	SAL_HA7973AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425949	ERS1337398	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57767	57767	57767	57767	57706	38470	37917	33091	202	202	202	202	2	2	Assembled	57	179793	4724442	"Salmonella enterica;100.0%"	57	816	3.51	SAL_PA7021AA_AS
SAL_HA7974AA	CT18	"ERR1764726;ILLUMINA;Paired;450;ERX1830295;283765250;125;SRA"	SAL_HA7974AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425948	ERS1337397	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	2	13	Typhi			1	1	2	1	1	1	5	57770	57770	57770	57770	57770	57770	37917	33091	202	202	202	202	2	2	Assembled	59	153803	4760319	"Salmonella enterica;100.0%"	64	855	3.51	SAL_PA7020AA_AS
SAL_HA7975AA	CT18	"ERR1764725;ILLUMINA;Paired;450;ERX1830294;289255250;125;SRA"	SAL_HA7975AA				1984				South America	Chile							Typhi	I				The Wellcome Trust Sanger Institute		PRJEB15284	ERP017000	SAMEA4425947	ERS1337396	21-12-2016	21-12-2016	Typhi	D1	d	-	Typhi	9	d	-	1	13	Typhi			1	1	1	1	1	1	5	57764	57764	57764	57764	57764	57743	57677	202	202	202	202	202	2	2	Assembled	61	172142	4725897	"Salmonella enterica;100.0%"	58	1065	3.51	SAL_PA7019AA_AS
